Season,Player,Pos,Age,Tm,G,GS,MPG,FG,FGA,FG%,3P,3PA,3P%,eFG%,FT,FTA,FT%,RPG,APG,SPG,BPG,TOPG,PFPG,PPG,PER,TS%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP
2017,LeBron James,PF,33,CLE,82,82,36.9,10.5,19.3,0.542,1.8,5,0.367,0.59,4.7,6.5,0.731,8.6,9.1,1.4,0.9,4.2,1.7,27.5,28.6,0.621,31.6,11,3,14,0.221,7.3,1.4,8.7,8.2
2017,Mike James,PG,27,TOT,36,10,19.1,3.4,8.9,0.383,0.7,2.7,0.265,0.424,1.8,2.3,0.762,2.5,3.5,0.8,0.2,1.4,1.3,9.3,13.9,0.469,25.1,-0.1,0.3,0.2,0.017,-0.5,-1,-1.5,0.1
2017,Mike James,PG,27,PHO,32,10,20.9,3.8,9.8,0.388,0.8,3,0.268,0.429,2,2.6,0.762,2.8,3.8,0.8,0.2,1.5,1.4,10.4,13.9,0.469,25.1,-0.1,0.3,0.2,0.017,-0.5,-1,-1.5,0.1
2017,Mike James,PG,27,NOP,4,0,4.5,0.5,2.3,0.222,0,0.3,0,0.222,0,0,,0.3,1.5,0.3,0,0.3,0.8,1,13.9,0.469,25.1,-0.1,0.3,0.2,0.017,-0.5,-1,-1.5,0.1
2017,Al Jefferson,C,33,IND,36,1,13.4,3.1,5.8,0.534,0,0.1,0,0.534,0.8,1,0.833,4,0.8,0.4,0.6,0.6,1.8,7,20.2,0.563,22.5,0.8,0.8,1.6,0.158,0.6,1.5,2,0.5
2017,Richard Jefferson,SF,37,DEN,20,0,8.2,0.6,1.4,0.444,0.1,0.4,0.286,0.481,0.2,0.4,0.571,0.9,0.8,0.1,0.1,0.3,0.6,1.5,6.4,0.499,9.4,0.1,0,0.1,0.029,-3.5,-0.8,-4.3,-0.1
2017,Brandon Jennings,PG,28,MIL,14,0,14.6,1.9,5.1,0.375,0.6,2.4,0.273,0.438,0.7,0.7,1,2.2,3.1,0.4,0.3,1.3,0.8,5.2,12.7,0.478,20.8,0,0.1,0.1,0.026,-1.2,-2.2,-3.4,-0.1
2017,Jonas Jerebko,PF,30,UTA,74,19,15.3,2.1,4.6,0.466,0.9,2.1,0.414,0.562,0.6,0.8,0.807,3.3,0.6,0.3,0.2,0.4,1.7,5.8,13.2,0.586,15.6,1.8,1.6,3.4,0.144,-0.4,0.4,0.1,0.6
2017,Amir Johnson,C,30,PHI,74,18,15.8,1.9,3.5,0.538,0.1,0.4,0.313,0.558,0.7,1.1,0.612,4.5,1.6,0.6,0.6,0.7,2.6,4.6,14.9,0.575,12.8,2.1,2,4.1,0.169,-1.2,2.2,1,0.9
2017,Brice Johnson,PF,23,TOT,18,0,5.4,1.1,2.3,0.476,0,0.1,0,0.476,0.2,0.3,0.6,1.7,0.1,0.5,0.3,0.3,0.7,2.4,18.2,0.486,22.3,0,0.2,0.2,0.082,-2.1,1.7,-0.4,0
2017,Brice Johnson,PF,23,LAC,9,0,4.2,0.8,1.2,0.636,0,0.1,0,0.636,0.2,0.2,1,1.4,0.1,0.7,0.2,0.4,0.8,1.8,18.2,0.486,22.3,0,0.2,0.2,0.082,-2.1,1.7,-0.4,0
2017,Brice Johnson,PF,23,MEM,9,0,6.7,1.4,3.4,0.419,0,0,,0.419,0.1,0.3,0.333,2,0.1,0.3,0.4,0.1,0.7,3,18.2,0.486,22.3,0,0.2,0.2,0.082,-2.1,1.7,-0.4,0
2017,Dakari Johnson,C,22,OKC,31,6,5.2,0.7,1.3,0.564,0,0,,0.564,0.4,0.6,0.55,1.1,0.3,0.2,0.3,0.1,0.9,1.8,16.4,0.575,13.5,0.4,0.2,0.6,0.178,-1.2,0.9,-0.3,0.1
2017,James Johnson,PF,30,MIA,73,41,26.6,4.2,8.4,0.503,0.8,2.5,0.308,0.55,1.5,2.2,0.698,4.9,3.8,1,0.7,1.9,2.6,10.8,15.8,0.575,19.1,2.2,2.8,5,0.123,0,1.6,1.6,1.7
2017,Joe Johnson,SF,36,TOT,55,4,21.9,2.7,6.5,0.406,0.7,2.6,0.276,0.461,0.7,0.8,0.889,3.1,1.5,0.3,0.1,0.9,1.2,6.8,8.1,0.49,15.9,-0.3,1.3,1,0.04,-2.7,-0.2,-2.9,-0.3
2017,Joe Johnson,SF,36,UTA,32,3,21.9,3,7.1,0.42,0.7,2.6,0.274,0.471,0.6,0.8,0.833,3.3,1.4,0.4,0.2,1,1,7.3,8.1,0.49,15.9,-0.3,1.3,1,0.04,-2.7,-0.2,-2.9,-0.3
2017,Joe Johnson,SF,36,HOU,23,1,22,2.2,5.8,0.381,0.7,2.7,0.279,0.444,0.9,0.9,0.952,2.8,1.7,0.3,0,0.8,1.5,6,8.1,0.49,15.9,-0.3,1.3,1,0.04,-2.7,-0.2,-2.9,-0.3
2017,Omari Johnson,PF,28,MEM,4,0,18.8,2.3,5.3,0.429,1,3,0.333,0.524,0,0,,2.8,1.8,0.5,0,0.8,1.5,5.5,10.5,0.524,14.4,0.1,0,0.1,0.053,-1.8,-2.7,-4.5,0
2017,Stanley Johnson,SF,21,DET,69,50,27.4,3,8.1,0.375,1,3.4,0.286,0.435,1.6,2.1,0.772,3.7,1.6,1.4,0.2,1.1,2.4,8.7,9,0.48,16.4,-0.6,2.4,1.8,0.046,-4,1.1,-2.9,-0.4
2017,Tyler Johnson,PG,25,MIA,72,39,28.5,4.3,9.9,0.435,1.7,4.5,0.367,0.518,1.5,1.8,0.822,3.4,2.3,0.8,0.5,1.1,2.1,11.7,13,0.549,18.6,1.9,2.3,4.2,0.097,-0.5,0.2,-0.3,0.9
2017,Wesley Johnson,SF,30,LAC,74,40,20.1,2,5,0.408,0.8,2.4,0.339,0.489,0.6,0.8,0.741,2.9,0.8,1,0.8,0.7,2,5.4,9.8,0.512,13,-0.1,1.7,1.7,0.055,-2.5,1.7,-0.7,0.5
2017,Nikola Jokić,C,22,DEN,75,73,32.6,6.7,13.5,0.499,1.5,3.7,0.396,0.554,3.5,4.2,0.85,10.7,6.1,1.2,0.8,2.8,2.8,18.5,24.4,0.603,24.2,7.8,2.9,10.7,0.211,5.3,1.6,6.9,5.5
2017,Damian Jones,C,22,GSW,15,0,5.9,0.7,1.5,0.5,0,0,,0.5,0.2,0.3,0.6,0.9,0.1,0.1,0.2,0.3,0.9,1.7,6.8,0.517,13.9,0,0.1,0.1,0.031,-5.3,-1.8,-7.1,-0.1
2017,Derrick Jones Jr.,SF,20,TOT,20,8,12.3,1.1,2.7,0.396,0.2,0.9,0.167,0.425,0.8,1.2,0.667,1.9,0.5,0.2,0.7,0.4,1.2,3.1,10.1,0.48,12.8,0.1,0.2,0.4,0.075,-2.9,0.2,-2.7,0
2017,Derrick Jones Jr.,SF,20,PHO,6,0,5.5,0.3,0.7,0.5,0,0.3,0,0.5,0.8,1,0.833,0.7,0.5,0.2,0.7,0.2,0.3,1.5,10.1,0.48,12.8,0.1,0.2,0.4,0.075,-2.9,0.2,-2.7,0
2017,Derrick Jones Jr.,SF,20,MIA,14,8,15.1,1.4,3.5,0.388,0.2,1.1,0.188,0.418,0.8,1.3,0.611,2.4,0.4,0.2,0.6,0.4,1.6,3.7,10.1,0.48,12.8,0.1,0.2,0.4,0.075,-2.9,0.2,-2.7,0
2017,Jalen Jones,SF,24,TOT,16,0,11.3,1.6,4.3,0.382,0.6,1.6,0.385,0.456,0.8,1.2,0.632,2.4,0.3,0.3,0.1,0.4,1.4,4.6,10.3,0.485,20.9,0,0.2,0.1,0.027,-3.4,-2.6,-6,-0.2
2017,Jalen Jones,SF,24,NOP,4,0,4.8,0.3,1,0.25,0.3,0.3,1,0.375,0.5,0.5,1,0.8,0,0,0,0,0.5,1.3,10.3,0.485,20.9,0,0.2,0.1,0.027,-3.4,-2.6,-6,-0.2
2017,Jalen Jones,SF,24,DAL,12,0,13.5,2.1,5.3,0.391,0.8,2.1,0.36,0.461,0.8,1.4,0.588,2.9,0.3,0.4,0.1,0.6,1.7,5.8,10.3,0.485,20.9,0,0.2,0.1,0.027,-3.4,-2.6,-6,-0.2
2017,Tyus Jones,PG,21,MIN,82,11,17.9,1.8,4,0.457,0.5,1.6,0.349,0.526,0.9,1,0.877,1.6,2.8,1.2,0.1,0.7,1.3,5.1,14.1,0.572,12.7,2.3,1.2,3.6,0.117,-0.8,1.7,0.8,1.1
2017,DeAndre Jordan,C,29,LAC,77,77,31.5,4.8,7.5,0.645,0,0,,0.645,2.4,4.1,0.58,15.2,1.5,0.5,0.9,1.8,2.6,12,20.2,0.648,15.2,6,3.4,9.4,0.186,1.7,-0.3,1.4,2.1
2017,Cory Joseph,PG,26,IND,82,17,27,3.1,7.4,0.424,0.8,2.3,0.353,0.479,0.9,1.1,0.745,3.2,3.2,1,0.2,1.1,1.7,7.9,11,0.503,14.8,1.2,2,3.1,0.068,-1.8,0.3,-1.5,0.3
2017,Frank Kaminsky,PF,24,CHO,79,4,23.2,3.9,9.1,0.429,1.3,3.5,0.38,0.501,2,2.5,0.799,3.6,1.6,0.5,0.2,0.8,1.2,11.1,14.4,0.545,20.5,2.3,1.3,3.6,0.094,0.6,-0.8,-0.2,0.8
2017,Luke Kennard,SG,21,DET,73,9,20,2.8,6.4,0.443,1.1,2.7,0.415,0.53,0.9,1,0.855,2.4,1.7,0.6,0.2,0.9,1.2,7.6,12.1,0.56,17.2,1.1,1.4,2.6,0.085,-0.9,0.1,-0.8,0.5
2017,Michael Kidd-Gilchrist,SF,24,CHO,74,74,25,3.8,7.6,0.504,0,0,0,0.504,1.6,2.3,0.684,4.1,1,0.7,0.4,0.7,1.9,9.2,12.5,0.536,16.1,1.7,1.6,3.3,0.084,-2.1,0,-2.1,-0.1
2017,Sean Kilpatrick,SG,28,TOT,52,1,12.3,2.1,5.7,0.374,0.9,2.8,0.319,0.452,1.2,1.4,0.889,1.7,0.9,0.3,0.1,0.7,0.6,6.3,11.6,0.507,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1
2017,Sean Kilpatrick,SG,28,BRK,16,0,11.4,1.6,5.4,0.287,0.7,2.7,0.256,0.351,1.1,1.2,0.947,2.2,0.9,0.1,0.1,1,0.5,4.9,11.6,0.507,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1
2017,Sean Kilpatrick,SG,28,MIL,23,0,8.9,1.3,3.6,0.378,0.6,2,0.283,0.457,0.8,0.8,0.947,1.1,0.7,0.2,0,0.4,0.7,4,11.6,0.507,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1
2017,Sean Kilpatrick,SG,28,LAC,4,0,9.5,1.8,4.5,0.389,0.8,1.8,0.429,0.472,0.5,0.5,1,0.5,0.8,0,0,0.3,0.5,4.8,11.6,0.507,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1
2017,Sean Kilpatrick,SG,28,CHI,9,1,23.8,5.2,11.9,0.439,2.1,5.3,0.396,0.528,2.9,3.6,0.813,2.8,1.4,0.7,0.3,1.3,0.9,15.4,11.6,0.507,24.9,-0.2,0.3,0.1,0.008,-1.1,-1.7,-2.8,-0.1
2017,Maxi Kleber,PF,26,DAL,72,36,16.8,2.1,4.3,0.489,0.6,1.8,0.313,0.553,0.6,0.8,0.746,3.3,0.7,0.4,0.7,0.4,1.6,5.4,13.4,0.576,13.7,1.6,1.2,2.8,0.113,-1,0.5,-0.5,0.5
2017,Furkan Korkmaz,SG,20,PHI,14,0,5.7,0.6,2,0.286,0.4,1.2,0.294,0.375,0.1,0.3,0.5,0.8,0.3,0.1,0.1,0.1,0.9,1.6,3.4,0.386,16.9,-0.1,0.1,0,-0.006,-6.6,-1,-7.6,-0.1
2017,Luke Kornet,PF,22,NYK,20,1,16.3,2.5,6.3,0.392,1.4,4,0.354,0.504,0.4,0.6,0.727,3.2,1.3,0.3,0.8,0.6,1.4,6.7,13.6,0.516,19,0.2,0.3,0.5,0.077,0.4,-0.2,0.2,0.2
2017,Kyle Korver,SG,36,CLE,73,4,21.6,3,6.6,0.459,2.2,5.2,0.436,0.628,0.9,1,0.889,2.3,1.2,0.4,0.4,0.8,1.8,9.2,13.4,0.652,16,2.8,0.6,3.4,0.104,1.5,-1.2,0.2,0.9
2017,Kosta Koufos,C,28,SAC,71,13,19.6,3.1,5.5,0.571,0,0,,0.571,0.5,1,0.446,6.6,1.2,0.7,0.5,0.7,2.1,6.7,17.5,0.566,15.2,2.3,1.5,3.9,0.134,-0.2,-0.2,-0.4,0.6
2017,Kyle Kuzma,PF,22,LAL,77,37,31.2,6.1,13.5,0.45,2.1,5.6,0.366,0.527,1.9,2.7,0.707,6.3,1.8,0.6,0.4,1.8,2.1,16.1,14.2,0.549,22.5,1.5,2.3,3.8,0.077,0.3,-1,-0.7,0.8
2017,Mindaugas Kuzminskas,SF,28,NYK,1,0,2,0,2,0,0,0,,0,0,0,,0,0,0,0,0,0,0,-41.1,0,43.7,0,0,0,-1.065,-33,-21.7,-54.7,0
2017,Skal Labissière,PF,21,SAC,60,28,20.7,3.4,7.6,0.448,0.3,0.9,0.353,0.467,1.6,2,0.805,4.8,1.2,0.4,0.8,1.2,2.2,8.7,14.3,0.513,21.1,0.4,1,1.4,0.054,-1.9,-0.8,-2.7,-0.2
2017,Jeremy Lamb,SG,25,CHO,80,18,24.6,4.8,10.4,0.457,1.2,3.2,0.37,0.513,2.2,2.6,0.861,4.1,2.3,0.8,0.4,1.2,1.7,12.9,17,0.559,22.4,3,1.9,4.9,0.12,1.3,0.2,1.6,1.8
2017,Shane Larkin,PG,25,BOS,54,2,14.4,1.6,4.1,0.384,0.6,1.6,0.36,0.454,0.6,0.7,0.865,1.7,1.8,0.5,0,0.6,1.1,4.3,10.3,0.491,15.5,0.3,1.1,1.4,0.087,-2.8,1.1,-1.7,0.1
2017,Joffrey Lauvergne,C,26,SAS,55,1,9.7,1.8,3.5,0.516,0,0.1,0,0.516,0.5,0.9,0.638,3.1,0.7,0.2,0.1,0.6,0.8,4.1,16.5,0.536,20.4,0.6,0.7,1.3,0.12,-0.4,-0.6,-1,0.1
2017,Zach LaVine,SG,22,CHI,24,24,27.3,5.7,14.8,0.383,1.8,5.1,0.341,0.442,3.6,4.5,0.813,3.9,3,1,0.2,1.8,2.3,16.7,14.6,0.499,29.5,-0.1,0.5,0.3,0.025,-0.8,-1.5,-2.3,-0.1
2017,Jake Layman,SF,23,POR,35,1,4.6,0.4,1.3,0.298,0.1,0.6,0.2,0.34,0.1,0.1,0.667,0.5,0.3,0.2,0.1,0.1,0.4,1,4.9,0.352,14.6,-0.3,0.2,-0.1,-0.021,-4.8,0.4,-4.3,-0.1
2017,T.J. Leaf,PF,20,IND,53,0,8.7,1.2,2.6,0.471,0.3,0.8,0.429,0.537,0.2,0.3,0.625,1.5,0.2,0.1,0.1,0.2,0.8,2.9,10.7,0.545,14.9,0.5,0.3,0.8,0.082,-1.4,-1.7,-3.1,-0.1
2017,Courtney Lee,SG,32,NYK,76,69,30.4,4.5,9.9,0.454,1.5,3.7,0.406,0.529,1.5,1.6,0.919,2.9,2.4,1.1,0.2,1.1,1.4,12,13,0.564,16.9,2.7,1.2,3.9,0.082,-0.1,-0.2,-0.3,1
2017,Damion Lee,SG,25,ATL,15,11,26.9,4.1,10.1,0.408,1,4,0.25,0.457,1.5,1.9,0.759,4.7,1.9,1.3,0.1,0.9,1.7,10.7,12,0.489,19.3,0,0.4,0.4,0.046,-2.3,0.4,-1.9,0
2017,Walt Lemon Jr.,PG,25,NOP,5,0,7,1.4,3.2,0.438,0.2,0.2,1,0.469,0.4,0.6,0.667,0.4,1,0,0.2,0.8,1,3.4,6.9,0.491,26.4,-0.1,0,-0.1,-0.071,-5.3,-2.9,-8.2,-0.1
2017,Alex Len,C,24,PHO,69,13,20.2,3.1,5.5,0.566,0,0,0.333,0.567,2.3,3.3,0.684,7.5,1.2,0.4,0.9,1.1,2.3,8.5,19.4,0.612,17,3.2,1.3,4.5,0.154,0.6,-0.3,0.3,0.8
2017,Kawhi Leonard,SF,26,SAS,9,9,23.3,5.8,12.3,0.468,1.2,3.9,0.314,0.518,3.4,4.2,0.816,4.7,2.3,2,1,1.8,1,16.2,26,0.572,30.6,0.3,0.5,0.9,0.196,5.2,4.9,10.1,0.6
2017,Meyers Leonard,C,25,POR,33,2,7.7,1.4,2.4,0.59,0.3,0.8,0.423,0.66,0.3,0.3,0.818,2.1,0.5,0.2,0,0.3,1.1,3.4,17.8,0.676,16.1,0.7,0.3,1.1,0.2,1,0.9,2,0.3
2017,Jon Leuer,PF,28,DET,8,0,17,1.9,4.5,0.417,0,0.4,0,0.417,1.6,1.9,0.867,4,0.6,0.1,0.4,0.9,2,5.4,8.9,0.505,16.1,0,0.1,0.1,0.05,-4.3,-0.3,-4.6,-0.1
2017,Caris LeVert,SF,23,BRK,71,10,26.3,4.5,10.4,0.435,1.2,3.5,0.347,0.493,1.9,2.6,0.711,3.7,4.2,1.2,0.3,2.2,2.2,12.1,14.2,0.525,22.5,0.7,1.6,2.3,0.058,-0.8,0,-0.8,0.6
2017,DeAndre Liggins,SG,29,TOT,58,4,12.5,0.7,1.8,0.377,0.3,0.9,0.358,0.467,0,0.1,0.4,1.3,0.8,0.6,0.2,0.3,1.4,1.7,6,0.467,7.9,-0.2,0.7,0.5,0.034,-4.3,1.8,-2.5,-0.1
2017,DeAndre Liggins,SG,29,MIL,31,1,15.5,0.7,2.1,0.338,0.4,1.2,0.306,0.423,0.1,0.2,0.4,1.6,0.9,0.9,0.3,0.4,2,1.8,6,0.467,7.9,-0.2,0.7,0.5,0.034,-4.3,1.8,-2.5,-0.1
2017,DeAndre Liggins,SG,29,NOP,27,3,9,0.7,1.5,0.439,0.3,0.6,0.471,0.537,0,0,,1,0.8,0.4,0.1,0.3,0.7,1.6,6,0.467,7.9,-0.2,0.7,0.5,0.034,-4.3,1.8,-2.5,-0.1
2017,Damian Lillard,PG,27,POR,73,73,36.6,8.5,19.4,0.439,3.1,8.6,0.361,0.519,6.8,7.4,0.916,4.5,6.6,1.1,0.4,2.8,1.6,26.9,25.2,0.594,30.6,9.9,2.7,12.6,0.227,7,0.3,7.2,6.3
2017,Jeremy Lin,PG,29,BRK,1,1,25,5,12,0.417,1,2,0.5,0.458,7,7,1,0,4,0,0,3,3,18,15.9,0.597,31.3,0,0,0,0.087,-1,-4.4,-5.4,0
2017,Shaun Livingston,PG,32,GSW,71,7,15.9,2.4,4.8,0.501,0,0.1,0,0.501,0.7,0.9,0.82,1.8,2,0.5,0.3,0.8,1.6,5.5,11.6,0.533,16.6,0.9,0.9,1.8,0.077,-2.8,-0.4,-3.1,-0.3
2017,Kevon Looney,C,21,GSW,66,4,13.8,1.7,2.9,0.58,0,0.1,0.2,0.583,0.6,1.2,0.545,3.3,0.6,0.5,0.8,0.5,1.6,4,14.8,0.588,12.4,1.5,1.3,2.8,0.145,-1.2,1,-0.2,0.4
2017,Brook Lopez,C,29,LAL,74,72,23.4,5,10.7,0.465,1.5,4.4,0.345,0.536,1.5,2.1,0.703,4,1.7,0.4,1.3,1.3,2.6,13,16.5,0.557,23.5,1.9,1.9,3.8,0.105,0.7,0.2,0.9,1.3
2017,Robin Lopez,C,29,CHI,64,64,26.4,5.3,10.1,0.53,0.1,0.2,0.286,0.533,1.1,1.4,0.756,4.5,1.9,0.2,0.8,1.7,1.7,11.8,14.7,0.552,20.4,1.2,0.7,1.9,0.055,-0.9,-1.3,-2.2,-0.1
2017,Kevin Love,C,29,CLE,59,59,28,5.7,12.4,0.458,2.3,5.6,0.415,0.552,4,4.5,0.88,9.3,1.7,0.7,0.4,1.5,2,17.6,22.4,0.614,25.1,4.7,1.6,6.4,0.185,4.5,-1.3,3.3,2.2
2017,Kyle Lowry,PG,31,TOR,78,78,32.2,5.2,12.1,0.427,3.1,7.6,0.399,0.553,2.9,3.3,0.854,5.6,6.9,1.1,0.2,2.3,2.5,16.2,19.5,0.598,21.7,7,3.1,10.2,0.194,4.7,0.5,5.2,4.5
2017,Timothé Luwawu-Cabarrot,SF,22,PHI,52,7,15.5,1.9,5.1,0.375,1,3,0.335,0.474,0.9,1.1,0.793,1.4,1,0.2,0.1,0.7,1.9,5.8,7,0.511,17.5,0.1,0.7,0.8,0.046,-3.1,-1.1,-4.1,-0.4
2017,Tyler Lydon,PF,21,DEN,1,0,2,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.014,-3.9,-1.6,-5.4,0
2017,Trey Lyles,PF,22,DEN,73,2,19.1,3.7,7.5,0.491,1.1,3,0.381,0.566,1.4,2,0.706,4.8,1.2,0.4,0.5,0.8,1.5,9.9,17.9,0.591,21.1,2.7,1.2,3.9,0.135,2,-0.7,1.3,1.1
2017,Shelvin Mack,PG,27,ORL,69,3,19.8,2.6,6,0.43,0.7,2,0.345,0.488,1,1.4,0.711,2.4,3.9,0.8,0.1,1.3,1.3,6.9,13.3,0.518,17.6,1,1,1.9,0.069,-1.2,-0.2,-1.4,0.2
2017,Josh Magette,PG,28,ATL,18,0,12,0.8,2.6,0.326,0.4,1.2,0.364,0.413,0.4,0.4,1,1.1,3.2,0.4,0.1,0.5,0.9,2.6,11.9,0.464,11.8,0.3,0.1,0.4,0.092,-2,-0.6,-2.6,0
2017,Ian Mahinmi,C,31,WAS,77,0,14.9,1.8,3.2,0.556,0,0,0,0.556,1.2,1.7,0.703,4.1,0.7,0.5,0.5,1.3,3,4.8,12.2,0.601,15.6,0.8,1.4,2.2,0.093,-4.6,0.2,-4.4,-0.7
2017,Thon Maker,C,20,MIL,74,12,16.7,1.8,4.3,0.411,0.4,1.4,0.298,0.46,0.9,1.3,0.699,3,0.6,0.5,0.7,0.6,2.2,4.8,10.2,0.499,14.6,0.3,1.1,1.5,0.056,-3.2,-0.4,-3.5,-0.5
2017,Boban Marjanović,C,29,TOT,39,1,8.6,2,3.8,0.534,0,0,,0.534,2,2.5,0.794,3.7,0.6,0.3,0.3,0.9,1.3,6,26,0.616,29.4,1,0.5,1.5,0.215,2.3,0.2,2.5,0.4
2017,Boban Marjanović,C,29,DET,19,1,9,2.2,4.2,0.519,0,0,,0.519,1.9,2.4,0.8,3,0.7,0.2,0.3,1.2,1.5,6.2,26,0.616,29.4,1,0.5,1.5,0.215,2.3,0.2,2.5,0.4
2017,Boban Marjanović,C,29,LAC,20,0,8.3,1.9,3.5,0.551,0,0,,0.551,2.1,2.6,0.788,4.4,0.4,0.3,0.3,0.7,1.2,5.9,26,0.616,29.4,1,0.5,1.5,0.215,2.3,0.2,2.5,0.4
2017,Lauri Markkanen,PF,20,CHI,68,68,29.7,5.5,12.7,0.434,2.1,5.9,0.362,0.518,2.1,2.4,0.843,7.5,1.2,0.6,0.6,1.2,1.5,15.2,15.6,0.552,21.9,1.7,1.6,3.3,0.079,1,-1.2,-0.2,0.9
2017,Jarell Martin,PF,23,MEM,73,36,22.8,3,6.8,0.446,0.5,1.3,0.347,0.48,1.2,1.6,0.767,4.4,1,0.5,0.7,1.2,2.9,7.7,10.5,0.516,17.1,0.1,1.2,1.3,0.038,-3.3,-0.7,-4,-0.8
2017,Frank Mason III,PG,23,SAC,52,2,18.9,2.8,7.3,0.379,0.6,1.7,0.36,0.42,1.8,2.2,0.817,2.5,2.8,0.7,0.2,1.3,1.4,7.9,13,0.48,22.6,0,0.6,0.5,0.027,-1.3,-1,-2.3,-0.1
2017,Mangok Mathiang,C,25,CHO,4,0,5,1,1.8,0.571,0,0,,0.571,0,0.3,0,2.5,0,0.3,0,0,1.3,2,18,0.538,16.1,0,0,0.1,0.183,-3.3,-1.3,-4.6,0
2017,Wesley Matthews,SF,31,DAL,63,62,33.8,4.5,11.1,0.406,2.4,6.4,0.381,0.516,1.3,1.6,0.822,3.1,2.7,1.2,0.3,1.3,2.2,12.7,11.4,0.541,17.6,1,1.6,2.6,0.059,-1,0.1,-0.9,0.6
2017,Luc Mbah a Moute,PF,31,HOU,61,15,25.6,2.7,5.7,0.481,1,2.8,0.364,0.572,1.1,1.6,0.684,3,0.9,1.2,0.4,1.1,1.6,7.5,10.3,0.595,12.8,0.8,2.1,2.8,0.087,-1.6,1.4,-0.2,0.7
2017,James Michael McAdoo,PF,25,PHI,3,0,6,0.7,2.3,0.286,0.7,2.3,0.286,0.429,0.7,0.7,1,0.7,0,0,0.3,0.3,0.3,2.7,7.4,0.508,21,0,0,0,0.023,-2.3,-0.7,-3,0
2017,Patrick McCaw,SG,22,GSW,57,10,16.9,1.6,3.9,0.409,0.3,1.4,0.238,0.451,0.5,0.6,0.765,1.4,1.4,0.8,0.2,0.7,1.2,4,7.4,0.477,12.8,-0.3,0.8,0.6,0.029,-4.3,0.1,-4.1,-0.5
2017,CJ McCollum,SG,26,POR,81,81,36.1,8.2,18.6,0.443,2.3,5.9,0.397,0.506,2.6,3.1,0.836,4,3.4,1,0.4,1.9,2.1,21.4,17,0.536,26.5,3.7,2.9,6.6,0.108,1.8,-0.5,1.2,2.4
2017,T.J. McConnell,PG,25,PHI,76,1,22.4,2.8,5.5,0.499,0.4,0.8,0.435,0.531,0.4,0.5,0.795,3,4,1.2,0.2,1.5,1.6,6.3,12.5,0.545,13.8,1.3,2.5,3.8,0.108,-1.9,1.9,0,0.9
2017,Erik McCree,SF,24,UTA,4,0,2,0,0.5,0,0,0.3,0,0,0,0,,0.3,0,0.3,0,0.3,0,0,-8.9,0,16.9,-0.1,0,-0.1,-0.334,-14.7,1,-13.7,0
2017,Chris McCullough,PF,22,WAS,19,0,4.7,0.9,2.2,0.429,0.1,0.4,0.125,0.44,0.5,0.7,0.643,1.3,0.2,0,0.3,0.1,0.4,2.4,15.8,0.478,24.6,0.1,0.1,0.2,0.081,-0.3,-1.5,-1.8,0
2017,Doug McDermott,SF,26,TOT,81,4,21.8,2.9,6.3,0.467,1.1,2.7,0.426,0.557,0.8,1,0.79,2.5,1,0.2,0.2,0.7,1.5,7.8,10.4,0.579,15,1.7,0.6,2.3,0.063,-1,-1.3,-2.2,-0.1
2017,Doug McDermott,SF,26,NYK,55,1,21.3,2.7,6,0.46,1,2.5,0.387,0.541,0.7,1,0.755,2.4,0.9,0.2,0.2,0.6,1.3,7.2,10.4,0.579,15,1.7,0.6,2.3,0.063,-1,-1.3,-2.2,-0.1
2017,Doug McDermott,SF,26,DAL,26,3,22.9,3.3,6.9,0.478,1.5,3,0.494,0.586,0.9,1.1,0.857,2.5,1.1,0.3,0.2,0.8,1.9,9,10.4,0.579,15,1.7,0.6,2.3,0.063,-1,-1.3,-2.2,-0.1
2017,JaVale McGee,C,30,GSW,65,17,9.5,2.1,3.4,0.621,0,0.1,0,0.621,0.6,0.8,0.731,2.6,0.5,0.3,0.9,0.4,1.4,4.8,22.3,0.641,19.2,1.7,1.1,2.7,0.212,0.3,1.2,1.5,0.5
2017,Rodney McGruder,SG,26,MIA,18,2,16.6,2,4.1,0.493,0.8,1.9,0.429,0.596,0.2,0.4,0.5,1.8,0.9,0.4,0.2,0.2,1.2,5.1,12,0.595,12.1,0.5,0.3,0.8,0.125,-1,-0.4,-1.4,0.1
2017,Trey McKinney-Jones,SG,27,IND,1,0,1,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-6.2,-2.3,-8.5,0
2017,Alfonzo McKinnie,SF,25,TOR,14,0,3.8,0.6,1.1,0.533,0.2,0.6,0.333,0.633,0.1,0.2,0.667,0.5,0.1,0.1,0.1,0.2,0.6,1.5,10.1,0.643,16,0,0.1,0.1,0.084,-2.6,-0.4,-3,0
